"","Gene.Description","Gene.Accession.Number","index","num_cor","a_num_cor","cat_cor","a_cat_cor","tot_cor"
"2188","MAOB Monoamine oxidase B","M69177_at",2188,-0.351362152978149,0.351362152978149,0.150445155641407,0.150445155641407,0.501807308619555
"5173","HD Huntingtin (Huntington disease)","Z49208_at",5173,-0.35098776352833,0.35098776352833,0.150445155641407,0.150445155641407,0.501432919169737
"1750","BETA-HEXOSAMINIDASE ALPHA CHAIN PRECURSOR","M16424_at",1750,-0.298374240647451,0.298374240647451,-0.20292802890342,0.20292802890342,0.501302269550871
"5244","LTK Leukocyte tyrosine kinase","D16105_at",5244,-0.37191297813193,0.37191297813193,0.129381869159097,0.129381869159097,0.501294847291027
"6766","GB DEF = Neurofilament triplet L protein mRNA; partial cds","U57341_at",6766,-0.419611939828451,0.419611939828451,0.0816383594477185,0.0816383594477185,0.50125029927617
"1584","Thyroid receptor interactor (TRIP3) mRNA; 3' end of cds","L40410_at",1584,0.350692647725401,0.350692647725401,-0.150445155641407,0.150445155641407,0.501137803366808
"5543","T-CELL ANTIGEN CD7 PRECURSOR","D00749_s_at",5543,0.297862797754964,0.297862797754964,0.203024589383018,0.203024589383018,0.500887387137982
"7019","GB DEF = Immunoglobulin-related 14.1 protein mRNA","M27749_at",7019,0.252247538468685,0.252247538468685,0.248451997499977,0.248451997499977,0.500699535968661
"5631","LZTR-1","D38496_s_at",5631,0.395261012976642,0.395261012976642,0.104933364622559,0.104933364622559,0.500194377599202
"1809","TCRD T-cell receptor; delta","M21624_at",1809,0.196880801791395,0.196880801791395,0.303307139756846,0.303307139756846,0.500187941548241
"4116","ALDOA Aldolase A","X12447_at",4116,-0.394979904788844,0.394979904788844,-0.104933364622559,0.104933364622559,0.499913269411403
"5532","CYP3A7 Cytochrome P450 IIIA7 (P450-HFLa)","D00408_at",5532,0.267026637368614,0.267026637368614,0.232594433792677,0.232594433792677,0.499621071161291
"2538","Phosphoglycerate kinase {alternatively spliced} [human; phosphoglycerate kinase deficient patient with episodes of muscl; mRNA Partial Mutant; 307 nt]","S81916_at",2538,-0.130024705536055,0.130024705536055,-0.369274472937998,0.369274472937998,0.499299178474054
"2630","PSG11 gene (pregnancy-specific beta-1-glycoprotein 11 C-A domain) extracted from Human pregnancy-specific beta-1-glycoprotein alternatively spliced C-R; C-S; C-B; and C-A domains (PSG11) gene; partial cds","U04325_cds3_at",2630,0.348151198304855,0.348151198304855,0.150445155641407,0.150445155641407,0.498596353946262
"1770","DMD Dystrophin (muscular dystrophy; Duchenne and Becker types)","M18533_at",1770,0.256448444270615,0.256448444270615,0.241675566919823,0.241675566919823,0.498124011190438
"1178","LOW-DENSITY LIPOPROTEIN RECEPTOR PRECURSOR","L00352_at",1178,-0.336794927980124,0.336794927980124,-0.160825084122128,0.160825084122128,0.497620012102252
"4438","LMP2 gene extracted from H.sapiens genes TAP1; TAP2; LMP2; LMP7 and DOB","X66401_cds1_at",4438,0.469133325544656,0.469133325544656,0.0283137328576459,0.0283137328576459,0.497447058402302
"6675","GATA3 GATA-binding protein 3","X55037_s_at",6675,0.10965108326759,0.10965108326759,0.387364760885636,0.387364760885636,0.497015844153226
"3661","40871 mRNA partial sequence","U72507_at",3661,0.392066579383542,0.392066579383542,0.104933364622559,0.104933364622559,0.496999944006102
"348","PROBABLE UBIQUITIN CARBOXYL-TERMINAL HYDROLASE","D29956_at",348,0.230360823726031,0.230360823726031,0.266521233681793,0.266521233681793,0.496882057407824
"5817","DNM1 Dynamin 1","L07807_s_at",5817,-0.386915416094947,0.386915416094947,-0.109414658648296,0.109414658648296,0.496330074743243
"4748","CTSC Cathepsin C","X87212_at",4748,-0.346025772483193,0.346025772483193,-0.150275033404486,0.150275033404486,0.496300805887679
"6811","GB DEF = Facioscapulohumeral muscular dystrophy (FSHD) gene region; D4Z4 tandem repeat unit","D38024_at",6811,0.320945549581687,0.320945549581687,0.175350303281564,0.175350303281564,0.496295852863251
"1541","Autoantigen p542 mRNA; 3' end of cds","L38696_at",1541,0.303570978122557,0.303570978122557,0.192716175134119,0.192716175134119,0.496287153256676
"3355","Small acidic protein mRNA","U51678_at",3355,0.391294788459264,0.391294788459264,-0.104933364622559,0.104933364622559,0.496228153081823
"2916","FBP1 Fructose-bisphosphatase 1","U21931_at",2916,-0.350415701839246,0.350415701839246,0.145744989233809,0.145744989233809,0.496160691073055
"4511","ATP6E ATPase; H+ transporting; lysosomal (vacuolar proton pump) 31kD","X71490_at",4511,0.419266108735161,0.419266108735161,0.07679425377272,0.07679425377272,0.496060362507881
"133","GB DEF = Secretory carrier membrane protein (SCAMP1) mRNA","AF005037_at",133,0.308773495978467,0.308773495978467,0.187277739573123,0.187277739573123,0.49605123555159
"854","Microtubule-Associated Protein Tau; Alt. Splice 5; Exon 4a","HG2566-HT4867_at",854,-0.34555457235642,0.34555457235642,-0.150445155641407,0.150445155641407,0.495999727997826
"4195","Homolog of yeast IPP isomerase","X17025_at",4195,0.325379139845674,0.325379139845674,0.170536835661271,0.170536835661271,0.495915975506945
"1980","PTPRA Protein tyrosine phosphatase; receptor type; alpha polypeptide","M34668_at",1980,0.409592965358352,0.409592965358352,0.0861126595913348,0.0861126595913348,0.495705624949687
"2981","GB DEF = HMGI-C chimeric transcript mRNA; partial cds","U28131_at",2981,-0.390763114363527,0.390763114363527,0.104933364622559,0.104933364622559,0.495696478986087
"325","MOBP Myelin-associated oligodendrocytic basic protein","D28114_at",325,-0.179870980999764,0.179870980999764,0.315524873714827,0.315524873714827,0.495395854714591
"2653","IEF SSP 9502 mRNA","U06631_at",2653,0.253709275835366,0.253709275835366,0.241675566919823,0.241675566919823,0.495384842755189
"1670","GRL Glucocorticoid receptor","M10901_at",1670,0.349618059865001,0.349618059865001,0.145744989233809,0.145744989233809,0.49536304909881
"5031","GB DEF = Mitochondrial ribosomal protein S12","Y11681_at",5031,0.133559105705898,0.133559105705898,0.36131088073048,0.36131088073048,0.494869986436378
"6780","GB DEF = Nonmuscle myosin heavy chain IIB gene; promoter region and exon 1","U34301_r_at",6780,-0.3077965126318,0.3077965126318,0.186870636860463,0.186870636860463,0.494667149492263
"5158","GB DEF = XG mRNA (clone PEP11)","Z48511_at",5158,0.27562159571076,0.27562159571076,0.218929859143062,0.218929859143062,0.494551454853822
"1463","SLC16A1 Solute carrier family 16 (monocarboxylic acid transporters); member 1","L31801_at",1463,0.0676551536021789,0.0676551536021789,0.426805030939493,0.426805030939493,0.494460184541672
"5713","Transcription Factor Oct-1a/1b; Alt. Splice 2; Oct-1b","HG1471-HT3923_s_at",5713,-0.311955791046063,0.311955791046063,-0.182471702422077,0.182471702422077,0.494427493468141
"5459","Sialophorin (CD43)","X52075_rna1_at",5459,0.34395352069382,0.34395352069382,0.150445155641407,0.150445155641407,0.494398676335226
"201","ANGPT1 Angiopoietin 1","D13628_at",201,-0.380381896549517,0.380381896549517,-0.113960576459638,0.113960576459638,0.494342473009155
"5474","MYBL1 V-myb avian myeloblastosis viral oncogene homolog-like 1","X66087_at",5474,0.145918826249972,0.145918826249972,0.348297503182144,0.348297503182144,0.494216329432116
"5172","P2Y1 purinoceptor mRNA; long form","Z49205_at",5172,0.23632362261616,0.23632362261616,-0.257563713164464,0.257563713164464,0.493887335780624
"4544","CDC21 HOMOLOG","X74794_at",4544,0.274751303744117,0.274751303744117,0.219094440077497,0.219094440077497,0.493845743821613
"6426","HRK1","S72503_s_at",6426,-0.251819470926455,0.251819470926455,0.241675566919823,0.241675566919823,0.493495037846278
"5368","Myasthenic syndrome antigen B [human; fetal brain; mRNA; 3477 nt]","S60415_at",5368,0.388428437463968,0.388428437463968,0.104933364622559,0.104933364622559,0.493361802086528
"5761","DM kinase gene (myotonic dystrophy kinase) extracted from Human myotonic dystrophy kinase (DM kinase) gene","L08835_rna2_s_at",5761,0.196156209378074,0.196156209378074,0.29691510759193,0.29691510759193,0.493071316970004
"3599","No cluster in current Unigene and no Genbank entry for U67614 (qualifier U67614_at)","U67614_at",3599,-0.291999873618765,0.291999873618765,-0.201007563051842,0.201007563051842,0.493007436670607
"1612","GB DEF = (clone GPCR W) G protein-linked receptor gene (GPCR) gene; 5' end of cds","L42324_at",1612,-0.125554716448282,0.125554716448282,0.3672063019255,0.3672063019255,0.492761018373782
"2765","MAP KINASE-ACTIVATED PROTEIN KINASE 2","U12779_at",2765,-0.218697747319072,0.218697747319072,0.27368846449025,0.27368846449025,0.492386211809322
"3891","HVps41p (HVPS41) mRNA","U87309_at",3891,0.387198902270943,0.387198902270943,0.104933364622559,0.104933364622559,0.492132266893502
"3385","Transformer-2 alpha (htra-2 alpha) mRNA","U53209_at",3385,0.234399943630494,0.234399943630494,0.257563713164464,0.257563713164464,0.491963656794958
"6491","E2F5 E2F transcription factor 5; p130-binding","U15642_s_at",6491,0.267185428472493,0.267185428472493,0.224187052644795,0.224187052644795,0.491372481117288
"610","ATM Ataxia telangiectasia mutated (includes complementation groups A; C and D)","D83243_at",610,0.298649844279606,0.298649844279606,0.192716175134119,0.192716175134119,0.491366019413725
"4392","RPS13 RNA polymerase II polypeptide B (140 kD)","X63563_at",4392,0.251367061446402,0.251367061446402,0.239715506653597,0.239715506653597,0.491082568099999
"1908","ZNF8 Zinc finger protein 8 (clone HF.18)","M29581_at",1908,-0.272379601300858,0.272379601300858,-0.21855587214725,0.21855587214725,0.490935473448109
"814","Nexin; Glia-Derived","HG1828-HT1857_at",814,-0.317587787934541,0.317587787934541,-0.173231244185846,0.173231244185846,0.490819032120388
"3173","XRCC4 DNA repair protein XRCC4","U40622_at",3173,0.303930497147238,0.303930497147238,0.186870636860463,0.186870636860463,0.490801134007701
"1942","NCF2 Neutrophil cytosolic factor 2 (65kD; chronic granulomatous disease; autosomal 2)","M32011_at",1942,-0.287761702920839,0.287761702920839,-0.203024589383018,0.203024589383018,0.490786292303857
"6346","ZFP36 Zinc finger protein homologous to Zfp-36 in mouse","M92843_s_at",6346,-0.469026289440847,0.469026289440847,0.0215651504440497,0.0215651504440497,0.490591439884896
"406","KIAA0079 gene","D38555_at",406,0.273310654552703,0.273310654552703,0.216845437059828,0.216845437059828,0.490156091612531
"2606","Actin bundling protein mRNA","U03057_at",2606,-0.338616782002567,0.338616782002567,-0.151515151515152,0.151515151515152,0.490131933517718
"1977","IDO Indole 2;3-dioxygenase","M34455_at",1977,-0.232488512169341,0.232488512169341,-0.257563713164464,0.257563713164464,0.490052225333805
"3065","K+ channel beta 2 subunit mRNA","U33429_at",3065,-0.385002810589475,0.385002810589475,0.104933364622559,0.104933364622559,0.489936175212034
"3460","Steroid receptor coactivator (SRC-1) mRNA","U59302_at",3460,0.180605740457833,0.180605740457833,0.309279007927169,0.309279007927169,0.489884748385002
"5406","Repressor transcriptional factor (ZNF85) mRNA","U35376_at",5406,0.384668303447592,0.384668303447592,0.104933364622559,0.104933364622559,0.489601668070152
"179","PROBABLE G PROTEIN-COUPLED RECEPTOR HM74","D10923_at",179,-0.33003853405731,0.33003853405731,-0.159221715740409,0.159221715740409,0.489260249797719
"5636","RING3 PROTEIN","Z84497_s_at",5636,-0.338478188881212,0.338478188881212,-0.150445155641407,0.150445155641407,0.488923344522619
"1021","Ras Inhibitor Inf","HG511-HT511_at",1021,0.129452355690546,0.129452355690546,0.359313495334808,0.359313495334808,0.488765851025355
"6072","Of p65 gene encoding p65 subunit of transcription factor NF-kappaB","Z22951_rna1_s_at",6072,-0.301830684224859,0.301830684224859,-0.186870636860463,0.186870636860463,0.488701321085322
"5714","Adrenal-Specific Protein Pg2","HG1496-HT1496_s_at",5714,-0.231040876731844,0.231040876731844,-0.257563713164464,0.257563713164464,0.488604589896308
"1522","CSNK1A1 Casein kinase 1; alpha 1","L37042_at",1522,-0.327451923872794,0.327451923872794,-0.160825084122128,0.160825084122128,0.488277007994922
"6929","GLUL Glutamate-ammonia ligase (glutamine synthase)","X72475_at",6929,-0.429067369750185,0.429067369750185,0.0591312395989083,0.0591312395989083,0.488198609349094
"300","KIAA0036 gene","D25278_at",300,0.0925778794228214,0.0925778794228214,0.394751504284404,0.394751504284404,0.487329383707226
"5982","INTERPHOTORECEPTOR RETINOID-BINDING PROTEIN PRECURSOR","J05253_s_at",5982,0.168171933850876,0.168171933850876,0.318754259696818,0.318754259696818,0.486926193547694
"3780","Clone 23867 mRNA sequence","U79287_at",3780,0.341125684334116,0.341125684334116,0.145744989233809,0.145744989233809,0.486870673567926
"5667","KIAA0162 gene","D79984_s_at",5667,-0.190525618775165,0.190525618775165,-0.296224722453522,0.296224722453522,0.486750341228687
"3904","HEM45 mRNA","U88964_at",3904,0.228999711137274,0.228999711137274,0.257563713164464,0.257563713164464,0.486563424301738
"4304","ERR Ecotropic retroviral receptor","X57303_at",4304,-0.33268204679825,0.33268204679825,-0.153623096759961,0.153623096759961,0.486305143558211
"3626","GCDH Glutaryl-Coenzyme A dehydrogenase","U69141_at",3626,0.250339724599648,0.250339724599648,0.235924456367391,0.235924456367391,0.486264180967039
"2133","THYROLIBERIN PRECURSOR","M63582_at",2133,-0.242656040074197,0.242656040074197,-0.243498102575754,0.243498102575754,0.486154142649952
"745","KIAA0244 gene; partial cds","D87685_at",745,0.243352579106713,0.243352579106713,0.242613385738888,0.242613385738888,0.4859659648456
"6153","Interferon-induced leucine zipper protein (IFP35) mRNA; partial cds","U72882_s_at",6153,0.147436636066741,0.147436636066741,0.338290234827446,0.338290234827446,0.485726870894187
"1497","Enigma gene","L35240_at",1497,-0.415782323912175,0.415782323912175,-0.0697384349400942,0.0697384349400942,0.485520758852269
"3194","GB DEF = N33 protein form 1 (N33) gene; exon 10 and complete cds","U42359_at",3194,0.380550830352476,0.380550830352476,0.104933364622559,0.104933364622559,0.485484194975035
"3799","Endonuclease III homolog mRNA","U79718_at",3799,0.188414103141003,0.188414103141003,0.29691510759193,0.29691510759193,0.485329210732934
"5217","GB DEF = DNA sequence from PAC 453A3 contains EST and STS","Z83745_at",5217,-0.375873821100858,0.375873821100858,-0.109414658648296,0.109414658648296,0.485288479749154
"2815","BZip protein B-ATF mRNA","U15460_at",2815,0.37946829284917,0.37946829284917,0.104933364622559,0.104933364622559,0.48440165747173
"3858","Scaffold protein Pbp1 mRNA","U83463_at",3858,-0.309963623220981,0.309963623220981,-0.174386148246219,0.174386148246219,0.484349771467201
"2855","TFIID subunit TAFII55 (TAFII55) mRNA","U18062_at",2855,0.374784980498146,0.374784980498146,0.109414658648296,0.109414658648296,0.484199639146442
"1654","DGS-D mRNA; 3' end","L77561_at",1654,-0.376860881095824,0.376860881095824,0.107276939951793,0.107276939951793,0.484137821047616
"2140","CD27 CD27 antigen (T cell activation antigen)","M63928_at",2140,0.379143173293534,0.379143173293534,0.104933364622559,0.104933364622559,0.484076537916094
"2241","INTEGRAL MEMBRANE PROTEIN E16","M80244_at",2241,-0.225265286520537,0.225265286520537,-0.258603273534094,0.258603273534094,0.483868560054632
"4730","BINDING REGULATORY FACTOR","X85786_at",4730,0.0127892302919158,0.0127892302919158,0.470619011663275,0.470619011663275,0.483408241955191
"4272","CKS1 CDC28 protein kinase 1","X54941_at",4272,0.292796366752591,0.292796366752591,0.190533994263149,0.190533994263149,0.48333036101574
"491","KIAA0129 gene","D50919_at",491,0.29821370578697,0.29821370578697,0.185099622644751,0.185099622644751,0.483313328431721
"6091","COL15A1 Collagen; type XV; alpha 1","L25286_s_at",6091,0.340784323517767,0.340784323517767,0.142329992930728,0.142329992930728,0.483114316448495
"2769","GABPB2 GA-binding protein transcription factor; beta subunit 2 (47kD)","U13045_at",2769,0.254747352493161,0.254747352493161,0.228213276903177,0.228213276903177,0.482960629396338
"4750","HFat protein","X87241_at",4750,0.291145752551774,0.291145752551774,0.191752984914845,0.191752984914845,0.482898737466618
"2745","SCP2 Sterol carrier protein 2","U11313_at",2745,0.325074781635092,0.325074781635092,0.157815272953407,0.157815272953407,0.482890054588499
"4514","GPX4 Phospholipid hydroperoxide glutathione peroxidase","X71973_at",4514,-0.377954935234652,0.377954935234652,-0.104933364622559,0.104933364622559,0.482888299857212
"674","KIAA0219 gene; partial cds","D86973_at",674,0.220150467288835,0.220150467288835,0.262185244241832,0.262185244241832,0.482335711530668
"5488","EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1","X81625_at",5488,-0.413775603204081,0.413775603204081,0.0684402266285928,0.0684402266285928,0.482215829832673
"3619","Hbc647 mRNA sequence","U68494_at",3619,-0.337106337093995,0.337106337093995,-0.145062523623839,0.145062523623839,0.482168860717834
"5720","Proto-Oncogene Met; Alt. Splice Form 2","HG1747-HT1764_s_at",5720,-0.305598116054408,0.305598116054408,-0.176488001016182,0.176488001016182,0.48208611707059
